date,execution_date,next_execution_date,open,next_execution_open,phase,three_state,minus_exit_signal,plus_exit_signal,minus_entry_signal,plus_entry_signal,adjusted_three_state,zero_hold_direction,zero_hold_end_date,c2c_1d,o2o_h1,execution_o2o_return,base_strategy_return,adjusted_strategy_return,index_return,base_nav,adjusted_nav,index_nav
2018-01-18,2018-01-18,2018-01-19,6253.0611,6284.5962,Development,-1,0,0,0,0,-1,0,,0.0030859072588562,0.0050431459881306,0.005043145988130604,-0.0030859072588562,-0.0030859072588562,0.0030859072588562,1.0022580208256928,0.9946210578854031,0.9932048048862109
2018-01-19,2018-01-19,2018-01-22,6284.5962,6264.755,Development,-1,0,0,0,0,-1,0,,-0.0022938058144581,-0.0031571161246604,-0.0031571161246604085,0.0022938058144581,0.0022938058144581,-0.0022938058144581,1.004551826640151,0.9969148636998612,0.9909109990717528
2018-01-22,2018-01-22,2018-01-23,6264.755,6342.6884,Development,-1,0,0,0,0,-1,0,,0.0119983642572674,0.0124399757053548,0.012439975705354822,-0.0119983642572674,-0.0119983642572674,0.0119983642572674,0.9925534623828836,0.9849164994425939,1.0029093633290203
2018-01-23,2018-01-23,2018-01-24,6342.6884,6353.2979,Development,-1,0,0,0,0,-1,0,,0.001159407586283,0.0016727134191236,0.0016727134191236726,-0.001159407586283,-0.001159407586283,0.001159407586283,0.9913940547966005,0.9837570918563108,1.004068770915303
2018-01-24,2018-01-24,2018-01-25,6353.2979,6386.7993,Development,0,0,0,0,0,0,0,,0.0061844395917807,0.0052730724306191,0.005273072430619141,0.0,0.0,0.0061844395917807,0.9913940547966005,0.9837570918563108,1.0102532105070838
2018-01-25,2018-01-25,2018-01-26,6386.7993,6374.0998,Development,0,0,0,0,0,0,0,,-0.0018115196630047,-0.0019883981636936,-0.001988398163693672,-0.0,-0.0,-0.0018115196630047,0.9913940547966005,0.9837570918563108,1.0084416908440792
2018-01-26,2018-01-26,2018-01-29,6374.0998,6385.0365,Development,0,0,0,0,0,0,0,,0.0001433088873679,0.0017158030691644,0.0017158030691644122,0.0,0.0,0.0001433088873679,0.9913940547966005,0.9837570918563108,1.008584999731447
2018-01-29,2018-01-29,2018-01-30,6385.0365,6301.3482,Development,0,0,0,0,0,0,0,,-0.0115526097434951,-0.0131069415186584,-0.013106941518658433,-0.0,-0.0,-0.0115526097434951,0.9913940547966005,0.9837570918563108,0.997032389987952
2018-01-30,2018-01-30,2018-01-31,6301.3482,6277.7418,Development,0,0,0,0,0,0,0,,0.0005639406723763,-0.0037462459224203,-0.0037462459224203437,0.0,0.0,0.0005639406723763,0.9913940547966005,0.9837570918563108,0.9975963306603283
2018-01-31,2018-01-31,2018-02-01,6277.7418,6180.9992,Development,0,0,0,0,0,0,0,,-0.0196565835244862,-0.0154104139803901,-0.015410413980390114,-0.0,-0.0,-0.0196565835244862,0.9913940547966005,0.9837570918563108,0.9779397471358421
2018-02-01,2018-02-01,2018-02-02,6180.9992,5937.6198,Development,0,0,0,0,0,0,0,,-0.0330565871363403,-0.039375413606266,-0.03937541360626606,-0.0,-0.0,-0.0330565871363403,0.9913940547966005,0.9837570918563108,0.9448831599995018
2018-02-02,2018-02-02,2018-02-05,5937.6198,5927.7367,Development,0,0,0,1,0,-1,-1,2018-02-06,0.0033596431245133,-0.001664488521141,-0.0016644885211410942,0.0,-0.0033596431245133,0.0033596431245133,0.9913940547966005,0.9803974487317975,0.9482428031240151
2018-02-05,2018-02-05,2018-02-06,5927.7367,5886.3455,Development,0,0,0,0,0,-1,-1,2018-02-06,-0.0011034081887215,-0.0069826313304367,-0.0069826313304367504,-0.0,0.0011034081887215,-0.0011034081887215,0.9913940547966005,0.981500856920519,0.9471393949352935
2018-02-06,2018-02-06,2018-02-07,5886.3455,5805.965,Development,0,0,0,0,0,-1,-1,2018-02-06,-0.0490077595640149,-0.0136554165908202,-0.013655416590820257,-0.0,0.0490077595640149,-0.0490077595640149,0.9913940547966005,1.0305086164845338,0.8981316353712787
2018-02-07,2018-02-07,2018-02-08,5805.965,5695.6656,Development,0,0,0,0,0,0,0,,0.001239090595402,-0.01899759988219,-0.018997599882190075,0.0,0.0,0.001239090595402,0.9913940547966005,1.0305086164845338,0.8993707259666807
2018-02-08,2018-02-08,2018-02-09,5695.6656,5631.9603,Development,0,0,0,0,0,0,0,,0.009655803246745,-0.0111848736344353,-0.011184873634435322,0.0,0.0,0.009655803246745,0.9913940547966005,1.0305086164845338,0.9090265292134256
2018-02-09,2018-02-09,2018-02-12,5631.9603,5581.7113,Development,0,0,0,1,0,-1,-1,2018-02-13,-0.0366917618733662,-0.0089221154488606,-0.008922115448860679,-0.0,0.0366917618733662,-0.0366917618733662,0.9913940547966005,1.0672003783579,0.8723347673400594
2018-02-12,2018-02-12,2018-02-13,5581.7113,5731.147,Development,0,0,0,0,0,-1,-1,2018-02-13,0.0259591653303983,0.0267723807213031,0.02677238072130317,0.0,-0.0259591653303983,0.0259591653303983,0.9913940547966005,1.0412412130275017,0.8982939326704578
2018-02-13,2018-02-13,2018-02-14,5731.147,5741.8838,Development,0,0,0,0,0,-1,-1,2018-02-13,0.0066418581789935,0.0018734120761514,0.0018734120761514372,0.0,-0.0066418581789935,0.0066418581789935,0.9913940547966005,1.0345993548485084,0.9049357908494513
2018-02-14,2018-02-14,2018-02-22,5741.8838,5800.9493,Development,0,0,0,0,0,0,0,,0.0031173181640664,0.0102867807948325,0.010286780794832584,0.0,0.0,0.0031173181640664,0.9913940547966005,1.0345993548485084,0.9080531090135177
2018-02-22,2018-02-22,2018-02-23,5800.9493,5877.7159,Development,0,0,0,0,0,0,0,,0.0210071726825016,0.0132334547381753,0.013233454738175388,0.0,0.0,0.0210071726825016,0.9913940547966005,1.0345993548485084,0.9290602816960193
2018-02-23,2018-02-23,2018-02-26,5877.7159,5926.4208,Development,0,0,0,0,1,1,1,2018-03-01,0.0037355886774319,0.0082863651167623,0.008286365116762395,0.0,0.0037355886774319,0.0037355886774319,0.9913940547966005,1.0383349435259401,0.9327958703734511
2018-02-26,2018-02-26,2018-02-27,5926.4208,6025.8832,Development,0,0,0,0,0,1,1,2018-03-01,0.0223822042460282,0.0167828784618198,0.016782878461819806,0.0,0.0223822042460282,0.0223822042460282,0.9913940547966005,1.0607171477719683,0.9551780746194793
2018-02-27,2018-02-27,2018-02-28,6025.8832,5967.8977,Development,0,0,0,0,0,1,1,2018-03-01,-0.0031713460060356,-0.0096227387879007,-0.009622738787900764,-0.0,-0.0031713460060356,-0.0031713460060356,0.9913940547966005,1.0575458017659327,0.9520067286134438
2018-02-28,2018-02-28,2018-03-01,5967.8977,5987.3591,Development,0,0,0,0,0,1,1,2018-03-01,0.0021827759632204,0.0032610143434594,0.0032610143434594896,0.0,0.0021827759632204,0.0021827759632204,0.9913940547966005,1.0597285777291532,0.9541895045766642
2018-03-01,2018-03-01,2018-03-02,5987.3591,6053.4765,Development,0,0,0,0,0,1,1,2018-03-01,0.0110476873178957,0.0110428318889375,0.01104283188893751,0.0,0.0110476873178957,0.0110476873178957,0.9913940547966005,1.070776265047049,0.9652371918945599
2018-03-02,2018-03-02,2018-03-05,6053.4765,6066.683,Development,0,0,0,0,0,0,0,,-0.0055645401720563,0.0021816389309514,0.0021816389309514683,-0.0,-0.0,-0.0055645401720563,0.9913940547966005,1.070776265047049,0.9596726517225036
2018-03-05,2018-03-05,2018-03-06,6066.683,6077.3686,Development,0,0,0,0,0,0,0,,0.0012817817190242,0.0017613578952451,0.0017613578952451192,0.0,0.0,0.0012817817190242,0.9913940547966005,1.070776265047049,0.9609544334415278
2018-03-06,2018-03-06,2018-03-07,6077.3686,6133.9467,Development,0,0,0,1,0,-1,-1,2018-03-08,0.0134362102936227,0.0093096377270913,0.009309637727091369,0.0,-0.0134362102936227,0.0134362102936227,0.9913940547966005,1.0573400547534262,0.9743906437351505
2018-03-07,2018-03-07,2018-03-08,6133.9467,6073.6712,Development,0,0,0,0,0,-1,-1,2018-03-08,-0.0096149477783761,-0.0098265444660614,-0.00982654446606146,-0.0,0.0096149477783761,-0.0096149477783761,0.9913940547966005,1.0669550025318022,0.9647756959567744
2018-03-08,2018-03-08,2018-03-09,6073.6712,6131.1248,Development,1,0,0,0,0,1,0,,0.0073978301507695,0.0094594518056887,0.009459451805688746,0.0073978301507695,0.0073978301507695,0.0073978301507695,0.99879188494737,1.0743528326825718,0.9721735261075439
2018-03-09,2018-03-09,2018-03-12,6131.1248,6230.8127,Development,1,0,0,0,0,1,0,,0.0123071067828564,0.0162593167243962,0.01625931672439629,0.0123071067828564,0.0123071067828564,0.0123071067828564,1.0110989917302264,1.0866599394654282,0.9844806328904003
2018-03-12,2018-03-12,2018-03-13,6230.8127,6285.802,Development,1,0,0,0,0,1,0,,0.0143068393665617,0.00882538163922,0.008825381639220087,0.0143068393665617,0.0143068393665617,0.0143068393665617,1.0254058310967882,1.10096677883199,0.998787472256962
2018-03-13,2018-03-13,2018-03-14,6285.802,6234.2418,Development,1,0,0,0,0,1,0,,-0.0066126700536562,-0.0082026446267318,-0.008202644626731814,-0.0066126700536562,-0.0066126700536562,-0.0066126700536562,1.018793161043132,1.0943541087783337,0.9921748022033058
2018-03-14,2018-03-14,2018-03-15,6234.2418,6172.853,Development,1,0,1,0,0,0,0,,-0.0103657162959922,-0.009847035448641,-0.009847035448641073,-0.0103657162959922,-0.0,-0.0103657162959922,1.0084274447471397,1.0943541087783337,0.9818090859073135
2018-03-15,2018-03-15,2018-03-16,6172.853,6181.381,Development,1,0,0,0,0,1,0,,-0.0014874339123363,0.0013815329799689,0.0013815329799689025,-0.0014874339123363,-0.0014874339123363,-0.0014874339123363,1.0069400108348034,1.0928666748659974,0.9803216519949772
2018-03-16,2018-03-16,2018-03-19,6181.381,6142.52,Development,1,0,0,0,0,1,0,,-0.0054699666549667,-0.0062867828402746,-0.006286782840274618,-0.0054699666549667,-0.0054699666549667,-0.0054699666549667,1.0014700441798368,1.0873967082110307,0.9748516853400105
2018-03-19,2018-03-19,2018-03-20,6142.52,6109.605,Development,0,0,0,0,0,0,0,,0.0012248170274897,-0.0053585499111115,-0.00535854991111151,0.0,0.0,0.0012248170274897,1.0014700441798368,1.0873967082110307,0.9760765023675003
2018-03-20,2018-03-20,2018-03-21,6109.605,6182.109,Development,0,0,0,0,0,0,0,,0.0032279876777305,0.011867215638327,0.011867215638327044,0.0,0.0,0.0032279876777305,1.0014700441798368,1.0873967082110307,0.9793044900452308
2018-03-21,2018-03-21,2018-03-22,6182.109,6130.0482,Development,0,0,0,0,0,0,0,,-0.0072070576042393,-0.0084212038318962,-0.008421203831896262,-0.0,-0.0,-0.0072070576042393,1.0014700441798368,1.0873967082110307,0.9720974324409914
2018-03-22,2018-03-22,2018-03-23,6130.0482,5913.3683,Development,0,0,0,1,0,-1,-1,2018-03-26,-0.0045644751075514,-0.0353471772049035,-0.035347177204903546,-0.0,0.0045644751075514,-0.0045644751075514,1.0014700441798368,1.091961183318582,0.9675329573334401
2018-03-23,2018-03-23,2018-03-26,5913.3683,5715.3523,Development,0,0,0,0,0,-1,-1,2018-03-26,-0.0514773944836938,-0.0334861605017905,-0.03348616050179054,-0.0,0.0514773944836938,-0.0514773944836938,1.0014700441798368,1.143438577802276,0.9160555628497463
2018-03-26,2018-03-26,2018-03-27,5715.3523,5956.2359,Development,0,0,0,0,0,-1,-1,2018-03-26,0.0200109646328126,0.0421467632012815,0.04214676320128152,0.0,-0.0200109646328126,0.0200109646328126,1.0014700441798368,1.1234276131694634,0.9360665274825589
2018-03-27,2018-03-27,2018-03-28,5956.2359,5962.5642,Development,0,0,0,0,0,0,0,,0.0223305302418845,0.0010624663136662,0.0010624663136662438,0.0,0.0,0.0223305302418845,1.0014700441798368,1.1234276131694634,0.9583970577244434
2018-03-28,2018-03-28,2018-03-29,5962.5642,5993.9722,Development,0,0,0,0,0,0,0,,-0.010179932143286,0.0052675323814543,0.005267532381454387,-0.0,-0.0,-0.010179932143286,1.0014700441798368,1.1234276131694634,0.9482171255811573
